SKU,productName,description,category,subcategory,pricelevel1,colorName,packing,size,image,otherImage,material,availableColours,
SM-3213SI,The Bug Mini Stapler,Includes staple remover on back and standard staples.,OFFICE,Desk Items,2.4,Silver,Bulk Packed,67mm(h) x 29mm(w) x 41mm(d),SM-3213SI_B_SIDE.jpg,"SM-3213TBL_B.jpg,SM-3213SI_D.jpg,SM-3213TBL_D.jpg,SM-3213SI_B_SIDE.jpg,SM-3213TBL_B_SIDE.jpg,SM-3213TBL_1.jpg,",Plastic,"Silver,Translucent Blue",
SM-3213TBL,The Bug Mini Stapler,Includes staple remover on back and standard staples.,OFFICE,Desk Items,2.4,Blue,Bulk Packed,67mm(h) x 29mm(w) x 41mm(d),SM-3213TBL_B_SIDE.jpg,"SM-3213TBL_B.jpg,SM-3213SI_D.jpg,SM-3213TBL_D.jpg,SM-3213SI_B_SIDE.jpg,SM-3213TBL_B_SIDE.jpg,SM-3213TBL_1.jpg,",Plastic,"Silver,Translucent Blue",
SM-3215TBL,Mini Stapler,Includes staple remover. Staple storage compartment and matching color staples.,OFFICE,Desk Items,2.62,Blue,Bulk Packed,71mm(h) x 27mm(w) x 48mm(d),SM-3215TBL_B_SIDE.jpg,"SM-3215TBL_B_SIDE.jpg,SM-3215TRE_B.jpg,SM-3215TRE_D.jpg,",Plastic,"Translucent Blue,Translucent Red",
SM-3215TRE,Mini Stapler,Includes staple remover. Staple storage compartment and matching color staples.,OFFICE,Desk Items,2.62,Red,Bulk Packed,71mm(h) x 27mm(w) x 48mm(d),SM-3215TRE_B.jpg,"SM-3215TBL_B_SIDE.jpg,SM-3215TRE_B.jpg,SM-3215TRE_D.jpg,",Plastic,"Translucent Blue,Translucent Red",
SM-3218TBL,Full Size Stand-Up Stapler,Rubberized grips. Includes standard staples.,OFFICE,Desk Items,7.65,Blue,Bulk Packed,149mm(h) x 32mm(w) x 86mm(d),SM-3218TBL_B_SIDE.jpg,"SM-3218TBL_D.jpg,SM-3218TBL_B_SIDE.jpg,",Plastic,Translucent Blue,
SM-3233BK,Sticky Note Organizer,"Includes two 80-page refillable, 3 inch x 3 inch sticky notepads, sticky note flags in 3 colors and two-sided four-year removable calendar.  Calendar size: 2-7/8 inch H x 6-5/16 inch W. US Patent #D599,407S",OFFICE,Desk Items,7.88,Black,Bulk Packed,89mm(h) x 171mm(w),SM-3233BK_A_OPEN.jpg,"SM-3233BK_A_OPEN.jpg,SM-3233BK_D.jpg,",UltraHyde,Black,
SM-3275BK,Memo Stack with Sticky Flags,Hard cover notepad with sticky flags. Includes 100 blank white notepad pages and 5 assorted-color sticky flags (25 pages per color). Recyclable. Non-refillable.,OFFICE,Desk Items,3.71,Black,Bulk Packed,79mm(h) x 85mm(w),SM-3275BK_B.jpg,"SM-3275BK_B.jpg,SM-3275BL_B.jpg,SM-3275WH_B.jpg,SM-3275WH_D.jpg,SM-3275BK_D.jpg,SM-3275BL_D.jpg,SM-3275WH_A.jpg,",Paper,"Black,Blue,White",
SM-3275BL,Memo Stack with Sticky Flags,Hard cover notepad with sticky flags. Includes 100 blank white notepad pages and 5 assorted-color sticky flags (25 pages per color). Recyclable. Non-refillable.,OFFICE,Desk Items,3.71,Blue,Bulk Packed,79mm(h) x 85mm(w),SM-3275BL_B.jpg,"SM-3275BK_B.jpg,SM-3275BL_B.jpg,SM-3275WH_B.jpg,SM-3275WH_D.jpg,SM-3275BK_D.jpg,SM-3275BL_D.jpg,SM-3275WH_A.jpg,",Paper,"Black,Blue,White",
SM-3275WH,Memo Stack with Sticky Flags,Hard cover notepad with sticky flags. Includes 100 blank white notepad pages and 5 assorted-color sticky flags (25 pages per color). Recyclable. Non-refillable.,OFFICE,Desk Items,3.71,White,Bulk Packed,79mm(h) x 85mm(w),SM-3275WH_B.jpg,"SM-3275BK_B.jpg,SM-3275BL_B.jpg,SM-3275WH_B.jpg,SM-3275WH_D.jpg,SM-3275BK_D.jpg,SM-3275BL_D.jpg,SM-3275WH_A.jpg,",Paper,"Black,Blue,White",
SM-3320BK,"1/8"" Rectangular Foam Mouse Pad",1/8 inch foam backing.  Computer mouse pad. PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.,OFFICE,Desk Items,2.81,Black,Bulk Packed,3mm(h) x 232mm(w) x 181mm(d),SM-3320BK_B.jpg,"SM-3320BK_B.jpg,SM-3320BK_D.jpg,SM-3320BL_B.jpg,SM-3320BL_D.jpg,SM-3320WH_B.jpg,SM-3320WH_D.jpg,",Polyurethane foam with polyester surface,"Black,Blue,White",
SM-3320BL,"1/8"" Rectangular Foam Mouse Pad",1/8 inch foam backing.  Computer mouse pad. PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.,OFFICE,Desk Items,2.81,Blue,Bulk Packed,3mm(h) x 232mm(w) x 181mm(d),SM-3320BL_B.jpg,"SM-3320BK_B.jpg,SM-3320BK_D.jpg,SM-3320BL_B.jpg,SM-3320BL_D.jpg,SM-3320WH_B.jpg,SM-3320WH_D.jpg,",Polyurethane foam with polyester surface,"Black,Blue,White",
SM-3320WH,"1/8"" Rectangular Foam Mouse Pad",1/8 inch foam backing.  Computer mouse pad. PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.,OFFICE,Desk Items,2.81,White,Bulk Packed,3mm(h) x 232mm(w) x 181mm(d),SM-3320WH_B.jpg,"SM-3320BK_B.jpg,SM-3320BK_D.jpg,SM-3320BL_B.jpg,SM-3320BL_D.jpg,SM-3320WH_B.jpg,SM-3320WH_D.jpg,",Polyurethane foam with polyester surface,"Black,Blue,White",
SM-3321BK,Super Mini Optical Mouse,Wire Mouse that is compatible with Windows and Mac operating systems. Retractable USB cord extends 27 inch.,OFFICE,Desk Items,13.02,Black,Individually gift boxed,22mm(h) x 41mm(w) x 76mm(d),SM-3321BK_D.jpg,"SM-3321BK_B.jpg,SM-3321BK_D.jpg,SM-3321SI_B.jpg,SM-3321SI_D.jpg,",Plastic,"Black,Silver",
SM-3321SI,Super Mini Optical Mouse,Wire Mouse that is compatible with Windows and Mac operating systems. Retractable USB cord extends 27 inch.,OFFICE,Desk Items,13.02,Silver,Individually gift boxed,22mm(h) x 41mm(w) x 76mm(d),SM-3321SI_B.jpg,"SM-3321BK_B.jpg,SM-3321BK_D.jpg,SM-3321SI_B.jpg,SM-3321SI_D.jpg,",Plastic,"Black,Silver",
SM-3322BL,"1/8"" Rectangular Rubber Mouse Pad",1/8 inch rubber backing.  Computer mouse pad. PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges. ,OFFICE,Desk Items,3.44,Blue,Bulk Packed,3mm(h) x 232mm(w) x 181mm(d),SM-3322BL_B.jpg,"SM-3322BL_B.jpg,SM-3322BL_D.jpg,SM-3322WH_B.jpg,SM-3322WH_D.jpg,",Natural rubber backing with polyester surface,"Blue,White",
SM-3322WH,"1/8"" Rectangular Rubber Mouse Pad",1/8 inch rubber backing.  Computer mouse pad. PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges. ,OFFICE,Desk Items,3.44,White,Bulk Packed,3mm(h) x 232mm(w) x 181mm(d),SM-3322WH_B.jpg,"SM-3322BL_B.jpg,SM-3322BL_D.jpg,SM-3322WH_B.jpg,SM-3322WH_D.jpg,",Natural rubber backing with polyester surface,"Blue,White",
SM-3332BL,"1/4"" Rectangular Rubber Mouse Pad",1/4 inch rubber backing.  Computer mouse pad. PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.,OFFICE,Desk Items,4.03,Blue,Bulk Packed,6mm(h) x 232mm(w) x 184mm(d),SM-3332BL_B.jpg,"SM-3332BL_B.jpg,SM-3332BL_D.jpg,SM-3332WH_B.jpg,SM-3332WH_D.jpg,",Natural rubber backing with polyester surface,"Blue,White",
SM-3332WH,"1/4"" Rectangular Rubber Mouse Pad",1/4 inch rubber backing.  Computer mouse pad. PMS matching not available on Digital Heat Transfers. See General Information page for applicable Digital Heat Transfer charges.,OFFICE,Desk Items,4.03,White,Bulk Packed,6mm(h) x 232mm(w) x 184mm(d),SM-3332WH_B.jpg,"SM-3332BL_B.jpg,SM-3332BL_D.jpg,SM-3332WH_B.jpg,SM-3332WH_D.jpg,",Natural rubber backing with polyester surface,"Blue,White",
SM-3716WBK,Vessel Car Charger with 2-in-1 Cable,This auto plug adapter includes a click-on 2-in-1 integrated charging cable for iOS and Android phones.  Plug into accessory power outlet and use the  cable to charge. Input: 12-24 Volts, Output: 5V/1 Amp. Media Device not included.,OFFICE,Desk Items,5.02,White,Bulk Packed,152.4 x 14.2 x 19.1 mm,SM-3716_20181212104435.jpeg,"SM-3716WRBL_B-1.jpeg,SM-3716WRBL_B-2.jpeg,SM-3716WRBL_D-1.jpeg,SM-3716WRBL_D-2.jpeg,SM-3716WRBL_D-3.jpeg,SM-3716_20181212104435.jpeg,",Plastic,"White w/ Black Trim,White w/ Royal Blue Trim"
SM-3716WRBL,Vessel Car Charger with 2-in-1 Cable,This auto plug adapter includes a click-on 2-in-1 integrated charging cable for iOS and Android phones.  Plug into accessory power outlet and use the  cable to charge. Input: 12-24 Volts, Output: 5V/1 Amp. Media Device not included.,OFFICE,Desk Items,5.02,Blue,Bulk Packed,152.4 x 14.2 x 19.1 mm,SM-3716WRBL_B-2.jpeg,"SM-3716WRBL_B-1.jpeg,SM-3716WRBL_B-2.jpeg,SM-3716WRBL_D-1.jpeg,SM-3716WRBL_D-2.jpeg,SM-3716WRBL_D-3.jpeg,SM-3716_20181212104435.jpeg,",Plastic,"White w/ Black Trim,White w/ Royal Blue Trim"
0881-02BK,Modena Key Keeper,"Premium, textured UltraHyde material. Specifically designed to hold up to 6 standard keys. Includes six rubber dividers to keep fewer keys secured. The 7 in 1 KeyTool (3351-06) is a perfect complement to the key keeper.",OFFICE,Keyrings,13.34,Black,Bulk,,0881-02_201937123644.jpg,"0881-02_201937123644.jpg,0881-02_201937123714.jpg,0881-02_201937123739.jpg,0881-02_201937124719.jpg,0881-02_201937124742.jpg,0881-02_201937124838.jpg,0881-02_201937124953.jpg,",PU,"Black (BK),Blue (BL),Gunmetal (GM)",
0881-02BL,Modena Key Keeper,"Premium, textured UltraHyde material. Specifically designed to hold up to 6 standard keys. Includes six rubber dividers to keep fewer keys secured. The 7 in 1 KeyTool (3351-06) is a perfect complement to the key keeper.",OFFICE,Keyrings,13.34,Blue,Bulk,,0881-02_201937123739.jpg,"0881-02_201937123644.jpg,0881-02_201937123714.jpg,0881-02_201937123739.jpg,0881-02_201937124719.jpg,0881-02_201937124742.jpg,0881-02_201937124838.jpg,0881-02_201937124953.jpg,",PU,"Black (BK),Blue (BL),Gunmetal (GM)",
0881-02GM,Modena Key Keeper,"Premium, textured UltraHyde material. Specifically designed to hold up to 6 standard keys. Includes six rubber dividers to keep fewer keys secured. The 7 in 1 KeyTool (3351-06) is a perfect complement to the key keeper.",OFFICE,Keyrings,13.34,Grey,Bulk,,0881-02_201937124953.jpg,"0881-02_201937123644.jpg,0881-02_201937123714.jpg,0881-02_201937123739.jpg,0881-02_201937124719.jpg,0881-02_201937124742.jpg,0881-02_201937124838.jpg,0881-02_201937124953.jpg,",PU,"Black (BK),Blue (BL),Gunmetal (GM)",
0882-04BK,Vienna Keychain,The Vienna Keychain is made from soft Vienna material and makes the perfect statement piece for your key ring.,OFFICE,Keyrings,2.99,Black,Bulk,,0882-04_20193715183.jpg,"0882-04_20193715197.jpg,0882-04_20193715207.jpg,0882-04_20193715210.jpg,",UltraHyde,"Black (BK),Mint Green (MTGR),Navy (NY)",
0882-04MTGR,Vienna Keychain,The Vienna Keychain is made from soft Vienna material and makes the perfect statement piece for your key ring.,OFFICE,Keyrings,2.99,Green,Bulk,,0882-04_20193715210.jpg,"0882-04_20193715197.jpg,0882-04_20193715207.jpg,0882-04_20193715210.jpg,",UltraHyde,"Black (BK),Mint Green (MTGR),Navy (NY)",
0882-04NY,Vienna Keychain,The Vienna Keychain is made from soft Vienna material and makes the perfect statement piece for your key ring.,OFFICE,Keyrings,2.99,Blue,Bulk,,0882-04_201937152142.jpg,"0882-04_20193715197.jpg,0882-04_20193715207.jpg,0882-04_20193715210.jpg,",UltraHyde,"Black (BK),Mint Green (MTGR),Navy (NY)",
7141-25BK,Metal 3-in-1 Charging Cable with Key ring,"The Metal 3-in-1 Charging Cable consists of Type-C tip, and 2-in-1 dual compatible tip for charging both Apple iOS and Android devices with 1A current. Not compatible with iPad Pro. It also has key ring.",OFFICE,Keyrings,5.63,Black,Individual polybag,,7141-25BK_2019101693122851.jpg,,Aluminum,"Black,Blue,Silver",
7141-25RYL,Metal 3-in-1 Charging Cable with Key ring,"The Metal 3-in-1 Charging Cable consists of Type-C tip, and 2-in-1 dual compatible tip for charging both Apple iOS and Android devices with 1A current. Not compatible with iPad Pro. It also has key ring.",OFFICE,Keyrings,5.63,Blue,Individual polybag,,7141-25RYL_2019101693124413.jpg,,Aluminum,"Black,Blue,Silver",
7141-25SL,Metal 3-in-1 Charging Cable with Key ring,"The Metal 3-in-1 Charging Cable consists of Type-C tip, and 2-in-1 dual compatible tip for charging both Apple iOS and Android devices with 1A current. Not compatible with iPad Pro. It also has key ring.",OFFICE,Keyrings,5.63,Silver,Individual polybag,,7141-25SL_2019101693126554.jpg,,Aluminum,"Black,Blue,Silver",
SM-2304BK,Vegan Leather Twist Key Ring,The Vegan Leather Twist Key Ring features a durable PU twist strap.,OFFICE,Keyrings,3.17,Black,Bulk,7.5 (L) x 1.5cm (W),SM-2304BK_201938153041.jpg,"SM-2304BL_201938153041.jpg,",Metal Alloy,"Black,Blue,Brown",
SM-2304BL,Vegan Leather Twist Key Ring,The Vegan Leather Twist Key Ring features a durable PU twist strap.,OFFICE,Keyrings,3.17,Blue,Bulk,7.5 (L) x 1.5cm (W),SM-2304BL_201938153042.jpg,"SM-2304BL_201938153041.jpg,",Metal Alloy,"Black,Blue,Brown",
SM-2304BR,Vegan Leather Twist Key Ring,The Vegan Leather Twist Key Ring features a durable PU twist strap.,OFFICE,Keyrings,3.17,Brown,Bulk,7.5 (L) x 1.5cm (W),SM-2304BR_201938153042.jpg,"SM-2304BL_201938153041.jpg,",Metal Alloy,"Black,Blue,Brown",
SM-2306SL,Mermaid Sequin Pocket Pouch,"The Reversible Sequins Pocket Pouch features sequins in black and silver with a  key ring attached.  Perfect Size to hold keys, coins or cash.  Keep cables, earbuds or cosmetics inside.  Imprint on backside.",OFFICE,Keyrings,4.5,Silver,Bulk,,SM-2306SL_2019101593721414.jpg,"SM-2306SL_2019101593720851.jpg,",PU,Silver,
SM-2314BK,Beer Cap Keychain with Bottle Opener,The Beer Cap Keychain with Bottle Opener can be a bottle opener in outdoor.,OFFICE,Keyrings,1.52,Black,Bulk,,SM-2314BK_2019311101255.jpg,"SM-2314KYGR_2019311101255.jpg,",Plastic,"Black,Kelly Green,Red,Royal Blue",
SM-2314KYGR,Beer Cap Keychain with Bottle Opener,The Beer Cap Keychain with Bottle Opener can be a bottle opener in outdoor.,OFFICE,Keyrings,1.52,Green,Bulk,,SM-2314KYGR_201938154010.jpg,"SM-2314KYGR_2019311101255.jpg,",Plastic,"Black,Kelly Green,Red,Royal Blue",
SM-2314RD,Beer Cap Keychain with Bottle Opener,The Beer Cap Keychain with Bottle Opener can be a bottle opener in outdoor.,OFFICE,Keyrings,1.52,Red,Bulk,,SM-2314RD_201938154012.jpg,"SM-2314KYGR_2019311101255.jpg,",Plastic,"Black,Kelly Green,Red,Royal Blue",
SM-2314RYL,Beer Cap Keychain with Bottle Opener,The Beer Cap Keychain with Bottle Opener can be a bottle opener in outdoor.,OFFICE,Keyrings,1.52,Blue,Bulk,,SM-2314RYL_201938154013.jpg,"SM-2314KYGR_2019311101255.jpg,",Plastic,"Black,Kelly Green,Red,Royal Blue",
SM-2325BK,Tassels Keychain,The Tassels Keychain is soft touch and can be attached to the keys or hang on the bags.,OFFICE,Keyrings,3.71,Black,Bulk,,SM-2325BK_2019101594033367.jpg,,PU,"Black,Gold",
SM-2325GL,Tassels Keychain,The Tassels Keychain is soft touch and can be attached to the keys or hang on the bags.,OFFICE,Keyrings,3.71,Yellow,Bulk,,SM-2325GL_2019101594036835.jpg,,PU,"Black,Gold",
SM-2329BK,Guitar Bottle Opener,Bottle opener with metal split key ring.,OFFICE,Keyrings,1.35,Black,Bulk Packed,3mm(h) x 25mm(w) x 73mm(d),SM-2329BK_B-1.jpg,"SM-2329BK_D-1.jpg,SM-2329RBL_D-1.jpg,SM-2329RE_D-1.jpg,SM-2329RE_D_GRP.jpg,SM-2329_20181210163747.jpg,",Aluminum,"Black,Red,Royal Blue",
SM-2329RBL,Guitar Bottle Opener,Bottle opener with metal split key ring.,OFFICE,Keyrings,1.35,Blue,Bulk Packed,3mm(h) x 25mm(w) x 73mm(d),SM-2329RBL_B-1.jpg,"SM-2329BK_D-1.jpg,SM-2329RBL_D-1.jpg,SM-2329RE_D-1.jpg,SM-2329RE_D_GRP.jpg,SM-2329_20181210163747.jpg,",Aluminum,"Black,Red,Royal Blue",
SM-2329RE,Guitar Bottle Opener,Bottle opener with metal split key ring.,OFFICE,Keyrings,1.35,Red,Bulk Packed,3mm(h) x 25mm(w) x 73mm(d),SM-2329RE_B-1.jpg,"SM-2329BK_D-1.jpg,SM-2329RBL_D-1.jpg,SM-2329RE_D-1.jpg,SM-2329RE_D_GRP.jpg,SM-2329_20181210163747.jpg,",Aluminum,"Black,Red,Royal Blue",
SM-2341BK,Flashlight Carabiner with Strap,Single white twist on/off LED light. Woven nylon strap with metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,4,Black,Bulk Packed,54mm(h) x 95mm(w),SM-2341BK_B.jpg,"SM-2341BK_B.jpg,SM-2341BL_B-1.jpg,SM-2341BL_D-1.jpg,SM-2341BL_D-2.jpg,SM-2341BL_D.jpg,SM-2341BL_B.jpg,",Aluminum,"Black,Blue,Green,Silver",
SM-2341BL,Flashlight Carabiner with Strap,Single white twist on/off LED light. Woven nylon strap with metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,4,Blue,Bulk Packed,54mm(h) x 95mm(w),SM-2341BL_B.jpg,"SM-2341BK_B.jpg,SM-2341BL_B-1.jpg,SM-2341BL_D-1.jpg,SM-2341BL_D-2.jpg,SM-2341BL_D.jpg,SM-2341BL_B.jpg,",Aluminum,"Black,Blue,Green,Silver",
SM-2348BK,Carabiner,6mm carabiner. Metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,0.92,Black,Bulk Packed,5mm(h) x 33mm(w) x 59mm(d),SM-2348_201812111066.jpg,"SM-2348BK_D.jpg,SM-2348BL_D.jpg,SM-2348GD_D.jpg,SM-2348GR_D.jpg,SM-2348PU_D.jpg,SM-2348RE_D.jpg,SM-2348SI_D.jpg,SM-2348BL_D_GRP.jpg,SM-2348_2018121110741.jpg,",Aluminum,"Black,Blue,Gold,Green,Purple,Red,Silver",
SM-2348BL,Carabiner,6mm carabiner. Metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,0.92,Blue,Bulk Packed,5mm(h) x 33mm(w) x 59mm(d),SM-2348_2018121110913.jpg,"SM-2348BK_D.jpg,SM-2348BL_D.jpg,SM-2348GD_D.jpg,SM-2348GR_D.jpg,SM-2348PU_D.jpg,SM-2348RE_D.jpg,SM-2348SI_D.jpg,SM-2348BL_D_GRP.jpg,SM-2348_2018121110741.jpg,",Aluminum,"Black,Blue,Gold,Green,Purple,Red,Silver",
SM-2348GD,Carabiner,6mm carabiner. Metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,0.92,Yellow,Bulk Packed,5mm(h) x 33mm(w) x 59mm(d),SM-2348_2018121110629.jpg,"SM-2348BK_D.jpg,SM-2348BL_D.jpg,SM-2348GD_D.jpg,SM-2348GR_D.jpg,SM-2348PU_D.jpg,SM-2348RE_D.jpg,SM-2348SI_D.jpg,SM-2348BL_D_GRP.jpg,SM-2348_2018121110741.jpg,",Aluminum,"Black,Blue,Gold,Green,Purple,Red,Silver",
SM-2348GR,Carabiner,6mm carabiner. Metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,0.92,Green,Bulk Packed,5mm(h) x 33mm(w) x 59mm(d),SM-2348_2018121110656.jpg,"SM-2348BK_D.jpg,SM-2348BL_D.jpg,SM-2348GD_D.jpg,SM-2348GR_D.jpg,SM-2348PU_D.jpg,SM-2348RE_D.jpg,SM-2348SI_D.jpg,SM-2348BL_D_GRP.jpg,SM-2348_2018121110741.jpg,",Aluminum,"Black,Blue,Gold,Green,Purple,Red,Silver",
SM-2348PU,Carabiner,6mm carabiner. Metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,0.92,Purple,Bulk Packed,5mm(h) x 33mm(w) x 59mm(d),SM-2348_2018121110535.jpg,"SM-2348BK_D.jpg,SM-2348BL_D.jpg,SM-2348GD_D.jpg,SM-2348GR_D.jpg,SM-2348PU_D.jpg,SM-2348RE_D.jpg,SM-2348SI_D.jpg,SM-2348BL_D_GRP.jpg,SM-2348_2018121110741.jpg,",Aluminum,"Black,Blue,Gold,Green,Purple,Red,Silver",
SM-2348RE,Carabiner,6mm carabiner. Metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,0.92,Red,Bulk Packed,5mm(h) x 33mm(w) x 59mm(d),SM-2348_201812111082.jpg,"SM-2348BK_D.jpg,SM-2348BL_D.jpg,SM-2348GD_D.jpg,SM-2348GR_D.jpg,SM-2348PU_D.jpg,SM-2348RE_D.jpg,SM-2348SI_D.jpg,SM-2348BL_D_GRP.jpg,SM-2348_2018121110741.jpg,",Aluminum,"Black,Blue,Gold,Green,Purple,Red,Silver",
SM-2348SI,Carabiner,6mm carabiner. Metal split key ring. Laser engraving recommended. Not intended for climbing.,OFFICE,Keyrings,0.92,Silver,Bulk Packed,5mm(h) x 33mm(w) x 59mm(d),SM-2348_2018121110819.jpg,"SM-2348BK_D.jpg,SM-2348BL_D.jpg,SM-2348GD_D.jpg,SM-2348GR_D.jpg,SM-2348PU_D.jpg,SM-2348RE_D.jpg,SM-2348SI_D.jpg,SM-2348BL_D_GRP.jpg,SM-2348_2018121110741.jpg,",Aluminum,"Black,Blue,Gold,Green,Purple,Red,Silver",
SM-2360BK,Rectangular Soft Key Tag,Rectangular soft key tag is thick and pliable. Includes metal split key ring.,OFFICE,Keyrings,1.09,Black,Individually polybagged,56mm(l) x 3mm(w) x 35mm(h),SM-2360BK_B.jpg,"SM-2360BK_B.jpg,SM-2360BL_B.jpg,SM-2360GR_B.jpg,SM-2360RE_B.jpg,SM-2360TBL_D.jpg,SM-2360WH_B.jpg,SM-2360RE_D.jpg,SM-2360WH_D-1.jpg,SM-2360YE_D.jpg,SM-2360BK_D.jpg,SM-2360GR_D.jpg,SM-2360WH_D.jpg,SM-2360_20181211113158.jpg,",PVC,"Black,Blue,Green,Red,Transparent Blue,White,Yellow",
SM-2360BL,Rectangular Soft Key Tag,Rectangular soft key tag is thick and pliable. Includes metal split key ring.,OFFICE,Keyrings,1.09,Blue,Individually polybagged,56mm(l) x 3mm(w) x 35mm(h),SM-2360BL_B.jpg,"SM-2360BK_B.jpg,SM-2360BL_B.jpg,SM-2360GR_B.jpg,SM-2360RE_B.jpg,SM-2360TBL_D.jpg,SM-2360WH_B.jpg,SM-2360RE_D.jpg,SM-2360WH_D-1.jpg,SM-2360YE_D.jpg,SM-2360BK_D.jpg,SM-2360GR_D.jpg,SM-2360WH_D.jpg,SM-2360_20181211113158.jpg,",PVC,"Black,Blue,Green,Red,Transparent Blue,White,Yellow",
SM-2360GR,Rectangular Soft Key Tag,Rectangular soft key tag is thick and pliable. Includes metal split key ring.,OFFICE,Keyrings,1.09,Green,Individually polybagged,56mm(l) x 3mm(w) x 35mm(h),SM-2360GR_B.jpg,"SM-2360BK_B.jpg,SM-2360BL_B.jpg,SM-2360GR_B.jpg,SM-2360RE_B.jpg,SM-2360TBL_D.jpg,SM-2360WH_B.jpg,SM-2360RE_D.jpg,SM-2360WH_D-1.jpg,SM-2360YE_D.jpg,SM-2360BK_D.jpg,SM-2360GR_D.jpg,SM-2360WH_D.jpg,SM-2360_20181211113158.jpg,",PVC,"Black,Blue,Green,Red,Transparent Blue,White,Yellow",
SM-2360RE,Rectangular Soft Key Tag,Rectangular soft key tag is thick and pliable. Includes metal split key ring.,OFFICE,Keyrings,1.09,Red,Individually polybagged,56mm(l) x 3mm(w) x 35mm(h),SM-2360RE_B.jpg,"SM-2360BK_B.jpg,SM-2360BL_B.jpg,SM-2360GR_B.jpg,SM-2360RE_B.jpg,SM-2360TBL_D.jpg,SM-2360WH_B.jpg,SM-2360RE_D.jpg,SM-2360WH_D-1.jpg,SM-2360YE_D.jpg,SM-2360BK_D.jpg,SM-2360GR_D.jpg,SM-2360WH_D.jpg,SM-2360_20181211113158.jpg,",PVC,"Black,Blue,Green,Red,Transparent Blue,White,Yellow",
SM-2360TBL,Rectangular Soft Key Tag,Rectangular soft key tag is thick and pliable. Includes metal split key ring.,OFFICE,Keyrings,1.09,Blue,Individually polybagged,56mm(l) x 3mm(w) x 35mm(h),SM-2360_20181211113158.jpg,"SM-2360BK_B.jpg,SM-2360BL_B.jpg,SM-2360GR_B.jpg,SM-2360RE_B.jpg,SM-2360TBL_D.jpg,SM-2360WH_B.jpg,SM-2360RE_D.jpg,SM-2360WH_D-1.jpg,SM-2360YE_D.jpg,SM-2360BK_D.jpg,SM-2360GR_D.jpg,SM-2360WH_D.jpg,SM-2360_20181211113158.jpg,",PVC,"Black,Blue,Green,Red,Transparent Blue,White,Yellow",
SM-2360WH,Rectangular Soft Key Tag,Rectangular soft key tag is thick and pliable. Includes metal split key ring.,OFFICE,Keyrings,1.09,White,Individually polybagged,56mm(l) x 3mm(w) x 35mm(h),SM-2360WH_B.jpg,"SM-2360BK_B.jpg,SM-2360BL_B.jpg,SM-2360GR_B.jpg,SM-2360RE_B.jpg,SM-2360TBL_D.jpg,SM-2360WH_B.jpg,SM-2360RE_D.jpg,SM-2360WH_D-1.jpg,SM-2360YE_D.jpg,SM-2360BK_D.jpg,SM-2360GR_D.jpg,SM-2360WH_D.jpg,SM-2360_20181211113158.jpg,",PVC,"Black,Blue,Green,Red,Transparent Blue,White,Yellow",
SM-2360YE,Rectangular Soft Key Tag,Rectangular soft key tag is thick and pliable. Includes metal split key ring.,OFFICE,Keyrings,1.09,Yellow,Individually polybagged,56mm(l) x 3mm(w) x 35mm(h),SM-2360YE_B.jpg,"SM-2360BK_B.jpg,SM-2360BL_B.jpg,SM-2360GR_B.jpg,SM-2360RE_B.jpg,SM-2360TBL_D.jpg,SM-2360WH_B.jpg,SM-2360RE_D.jpg,SM-2360WH_D-1.jpg,SM-2360YE_D.jpg,SM-2360BK_D.jpg,SM-2360GR_D.jpg,SM-2360WH_D.jpg,SM-2360_20181211113158.jpg,",PVC,"Black,Blue,Green,Red,Transparent Blue,White,Yellow",
